sgt_pepper69: 🇰🇵
chibi_zephyr: TOTA
ragingbrooke: AAAAYE
ghaxt_yt: Lets gooooooo
lilbabynothing: x33nWoot x33nWoot
vienna22159: I could make a cake
that1_shyguy: that1sHipe that1sHipe
honeyyli: YAY
dctrgizmo: WOWEE
stormie85: woo
nicolasfurlan: YEAH
smilydavid05: GG
ladybask: GOAL!!!!
30turtle: goal
chibi_zephyr: BOOM!
chronotroy: Goal reached!
pls_accept_me: poor cancerees PepsHands
chelseea_13: AYYYY
thatveryepicgamer: niceu
wal0wal0son: PogChamp PogChamp PogChamp PogChamp PogChamp
emperor_jojo: cptLogo cptLogo cptLogo
ragingbrooke: WHOOHOO
chibi_zephyr: x33nWoot
armedsage: x33nWoot x33nWoot x33nWoot
capnbunsif: Remember, it's a goal, not a limit
lavafoxx: good job everyone <3
chimcharfan1: WOO
rea_124: we killin it with the donos!
red_wolf41: x33nWoot x33nWoot x33nWoot
chibi_zephyr: cptOMG
bigb6969: woooooooo
greenmohawk: Dang son
entityofspite_: gggg
ghaxt_yt: WE MADE IT
bluepanther22: gg
odd_dragon: \o/
mcchilisayshi: x33nWoot x33nWoot x33nWoot x33nWoot
thermicwaffle5: PogChamp PogChamp
nicolasfurlan: PansexualPride PansexualPride PansexualPride
chelseea_13: GOOD JOB GUYS
bloodfallen_: GG
alphaletsplay_: gg
nicolasfurlan: cptGG cptGG cptGG
juggyninjette: yay
honeyyli: <3
bling_boy: PogChamp
moobot: Thanks for subscribing! Welcome l2wqkody to the Crew of the SS SparklePants!
shifted_spirit: x33nWoot x33nWoot whoop whoop x33nWoot x33nWoot
thatveryepicgamer: NICEY NICE
chibi_zephyr: !donate
moobot: Jordan is raising money for GameChanger! PC users can donate using the extension below the stream! Or use the link and find Jordan's stream! http
batkidking: The game hasn't even started
samerbam: <3 <3 <3
nerdimus_maximus_ultimus: Let's get this Going!!!
vienna22159: yeet
nukergg: twitch is racist, makes everything so easy to americans with amazon, but there's nothing similar to europeans NotLikeThis
chibi_zephyr: Thanks for cptLogo ubbing!!
scorpianscyanide: cptGG cptGG cptGG
ravenseye360: Yeeeet
thermicwaffle5: cptGG cptGG
bigb6969: PraiseIt PraiseIt PraiseIt PraiseIt
dardit18: POGCHAMP
skely511: the extension dosnt work for me ;(
ghaxt_yt: We did it!!!!!!!
moobot: Jordan is raising money for GameChanger! PC users can donate using the extension below the stream! Or use the link and find Jordan's stream! http
ladybask: cptJerry
lulubear: emongHUGE
moobot: Thanks for subscribing! Welcome realshadowphoenix to the Crew of the SS SparklePants!
ragingbrooke: On to 6k!!!
chibi_zephyr: @NuKeRGG I mean...Twitch is owned by Amazon...
crouchingcamels: tbh I miss watching your droppers
nicolasfurlan: BOOMMM SHAKALAKA
bloodfallen_: POGGERS
chibi_zephyr: Thanks for cptLogo ubbing!!
venom_girl_13: Wooo
jstetzel: !uptime
coqui13258: !donate
gohnjreys: I’m still not used to the new skin... after 5 years of looking at the same skin it just feels a little weird
chibi_zephyr: ARAS!!!!
ragingbrooke: Woah dang
mcchilisayshi: Oh my!!
rea_124: oh boy
obiwancanoli32: hello there
meganalli: aras!!
dislaze: oh dang
nicolasfurlan: ARAS!!
misssoccerchick: Sub me
hits_gaming: Pog
surftoons: Pog
lilbabynothing: Aras!!
venom_girl_13: WOW Aras
twistedscarf: woah
gorkinzola: AYYEEE
greenmohawk: Dang dude. Donate to charity first though.
casacara_xo: whoa!
chimcharfan1: Poggers
ryans1555: poggers
honeyyli: damn
emperor_jojo: wow
shifted_spirit: Aras
nicolasfurlan: Im excited
bubblehips: craziness!
bling_boy: PogChamp
zackattack556: ... =|
emperor_jojo: that's crazy
realkatelyn: Wow
dnangel44: Nice
entityofspite_: wpah
chibi_zephyr: @MissSoccerChick Don't ask for a gifted sub please
ragingbrooke: daaaaaang
gorkinzola: PogChamp
viva__la__vida: nice aras
zavey: happyg3HYPERS happyg3HYPERS
nukergg: @Chibi_Zephyr wait.. wut.. I thought they were only.. idk like partners or smth..
ushouldstudy: 20 gifted subs?!?!?!
cjheighton: THANKS OwO!
dnangel44: PogChamp PogChamp PogChamp PogChamp
the_sarpo: cough into the mic a little louder please
chibi_zephyr: @NuKeRGG Nope. Owned.
moobot: Jordan has been streaming fo
lulubear: dafranB dafranB
vienna22159: awwww
mcguster: Wow
rea_124: things are wild
juggyninjette: drink some thing
ladybask: that was nice of you.
the_sarpo: cough into the mic a little louder please...
cryz_games: Ok
gg134566: crazy lag
nukergg: @Chibi_Zephyr when did that happen .-. am I that oblivious to all that lmao
hdelly26: cmonBruh PunchTrees
the_sarpo: cough into the mic a little louder please.....
vienna22159: asmr coughs 😂
og_eco_smuggler: 8k viewers omg!!!!!!!!!
moobot: The Captain forbids the spamming of symbols. (@og_eco_smuggler) (warning)
the_sarpo: cough into the mic a little louder please......
chibi_zephyr: @NuKeRGG like a year or two ago?
pvakil: Wooo Subs going off!
bubblehips: Jardon change the goal
hannahgracer02: Hi
nukergg: @Chibi_Zephyr *mindblown*
lonesomemango: Egg
chibi_zephyr: lol
honeyyli: lets hit 7k
ragingbrooke: We should make a new goal
vienna22159: another goal
chibi_zephyr: !donate
moobot: Jordan is raising money for GameChanger! PC users can donate using the extension below the stream! Or use the link and find Jordan's stream! http
alexcharlie182: anyone know when he's startin pozone?
ladybask: yes new gola
chibi_zephyr: ARAS!!!!
lulubear: pog
notarealgamer97: i love that you can just have everything connected these days. ive got my youtube, twitch, steam and amazon all connected. its great!
ragingbrooke: Goodness gracious!
chibi_zephyr: LOL
venom_girl_13: ARAS
mcchilisayshi: Ohhh!!
rea_124: trolled
bloodfallen_: Pog
chibi_zephyr: cptKNAI
bling_boy: PogCHamp
brozziest: got
dctrgizmo: wow the sub gifts
dislaze: dang
honeyyli: woaw
tmi.twitch.tv
: 
bling_boy: wtf
realkatelyn: Wooo
zavey: o
buggiesmile: Holy hell x33nWoot x33nWoot x33nWoot x33nWoot x33nWoot
twistedscarf: Haha
alexcharlie182: goddamn
itsdreamplay: LOL
chimcharfan1: More Pog
30turtle: wow aras
vienna22159: DO A NEW GOAL!!!!!!!!
thatveryepicgamer: thats a 20 subgift
lilbabynothing: Aras!!
sadsparrow: Woah
pantalaimonpanx: F
shadowknght: LUL
tybrewdottor: oof
bubblehips: aras!
casacara_xo: so many things!
viva__la__vida: aras!!
ragingbrooke: Thats 40 freaking subs!!!!!!
ghaxt_yt: Got got
hannahgracer02: How do I hide chat
chibi_zephyr: cptKNAI
frankthepug_: geeze
doogi: l
coyrex1: hey you were on sugar pine 7!
meganalli: aras!
greenmohawk: @aras94
thermicwaffle5: HOLY
thatveryepicgamer: niceu
red_wolf41: f
ghaxt_yt: We got got
tybrewdottor: #F
pvakil: OUTPLAYED 3.0
surftoons: tatLove tatLove tatLove tatLove tatLove tatLove
dislaze: i want sub lol
bigb6969: Oops
lithiumcaryn: Hey everyone
rattycoondude: pog
zavey: HeyGuys HeyGuys
jpskills: Thank you @aras94
tip11000: F
wal0wal0son: PogChamp
infinityforever: Easie peasie...then puts foot in mouth
thermicwaffle5: cptGG cptGG cptGG cptGG cptGG
pure_xaos: i survived Kappa
alphaletsplay_: Outstanding move
dnangel44: PokPikachu PokPikachu PokPikachu
bloodfallen_: F
less_is_more96: Woah gg
pimy: easy p- oof
scorpianscyanide: cptRekt
thelonewolfassassin: wowszers
wmh_341: thank you @aras94
arielthemermaid00: howdy guys!
samerbam: Great job
mcguster: Wow
twitchjdc: hi
shifted_spirit: Wows aras
blueflamelord: yo
dislaze: f
ookamispirit: Lol
nicolasfurlan: 8k here we go!
jstetzel: doulble tap if on mobile
smilydavid05: F
jlubird: How's everyone's day been?
hdelly26: MingLee
vienna22159: LOL!!
ghaxt_yt: I suck at droppers...
hannahgracer02: F
misssunna: Thank you @aras94
leroywaskilled: omegaLUL - Washed Up Youtuber pepega
chibi_zephyr: @HannahgraceR02 P
rea_124: gg
nerdimus_maximus_ultimus: Argh!! I be tapped out!!!
pls_accept_me: LUL LUL
chibi_zephyr: @ghaxt_yt I do too
vienna22159: ooof
lavafoxx: oh snap, sub prisma13HYPEE
gohnjreys: Ooft
vienna22159: NEW GOAL!!!! PLZ
chibi_zephyr: Thanks for cptLogo ubbing!!
silverlining666: that link is helpfull
pseudotsuga__menziesii: 
moobot: Jordan has been streaming fo
chibi_zephyr: !donate
moobot: Jordan is raising money for GameChanger! PC users can donate using the extension below the stream! Or use the link and find Jordan's stream! http
sambykun: Hii
moobot: We have a subscriber discord! Join her
ghaxt_yt: Chibi_Zephyr I wish I was good at them
dctrgizmo: Window is peaking is into the video
chibi_zephyr: @ghaxt_yt me too xD
nukergg: there should be a bar or smth showing the total donation amount so far
ghaxt_yt: XD
leroywaskilled: gl and hf old man
darkshadow_1713: im such a big fan i go way back to mianight
ragingbrooke: how is Moobot posting every 2 minutes how long Jardon has been streaming but he has been streaming for 2 hours and 31 minutes.... that doesnt make sense
chibi_zephyr: @NuKeRGG there is in the extension
